X,Y
2339.44,1619.4
2975.868,1620.245
1274.983,1622.217
1520.818,1619.182
1154.821,1622.627
1149.3,1625.9
1658.275,1626.706
2733.814,1628.661
1973.412,1625.471
2055.244,1630.872
2071.778,1629.506
2717.804,1629.505
3126.626,1630.351
2536.323,1628.935
2976.83,1627.872
1458.412,1628.912
1624.884,1628.884
2397.241,1630.517
1481.587,1630.022
942.4615,1635.176
2463.859,1632.31
2123,1631.1
2802.933,1635.333
2065.5,1638.13
2353.138,1639.277
2369.16,1640.753
2481.375,1637.125
2519.122,1643.176
1040.609,1640.522
914.8378,1644.189
2767.148,1643.37
3197.786,1645.598
1659.417,1644.333
709.0114,1648.216
2457,1652.442
2086.974,1650.237
1275.439,1650.061
2985.03,1649.851
1595.69,1653.775
2197.661,1653.821
2316.35,1656.931
2481.461,1651.385
2736.722,1654.019
2807.067,1653.6
2534.21,1652.684
2750.375,1655.425
2926.099,1659.919
2516.791,1658.279
3194.5,1656.286
1985.5,1657
1236.545,1660.561
2111.5,1660.714
2908.381,1661.714
1113.276,1662.621
818.3913,1662
826.2778,1662.222
940.85,1664.05
2177.125,1666.589
2069.722,1664.5
2608.941,1667.784
2892.818,1665.5
2104.376,1674.723
1482.963,1671.537
2818.208,1668.125
2312.865,1669.703
1556.471,1674.559
1918.889,1673.167
2073.344,1670.375
1500.09,1674
2654.815,1674.031
1252.175,1675.222
2742.082,1676.904
3191.844,1672.375
1169,1678.048
1307.64,1672.88
2853.2,1672
2059.973,1676.027
2424.188,1673.813
2872.214,1675
1802,1680.5
2306.328,1680.125
3162.294,1680.397
959.037,1681.056
1091.721,1679.674
2899.769,1678.231
1380.321,1683.623
1539.787,1683.148
1613.297,1685.495
1810.744,1683.767
1659.286,1682.5
1560.096,1690.23
1948.174,1684
2903.172,1688.207
2097.875,1693.65
2574.217,1691.533
1460.563,1691.063
2023.929,1695.161
3069.477,1694.159
1466.553,1695.868
1570.714,1697.163
1222.597,1699.236
2147.36,1698.58
1831.227,1696.682
1836.091,1698.227
3040.6,1698.455
826.1067,1701.173
1058.976,1700.06
1842.186,1700.233
816.119,1700.381
1590.406,1702.829
2914.98,1704.825
1890.198,1707.031
3129.451,1704.549
2903.063,1704.521
3139.86,1708.07
1946.222,1709.178
2157.692,1707.192
3063.24,1708.418
3184.088,1708.75
764.3571,1707.286
1224.846,1709.962
2166.203,1711.797
1423.808,1712.096
2595.306,1709.98
1095.278,1712.722
1380.138,1713.19
2802.859,1713.266
2020.419,1718.91
2154.083,1714.6
2334.704,1714.222
2510.658,1715.439
1934.271,1719.8
2846.5,1714.5
2971.146,1717.982
2640.977,1719.256
2904.441,1717.441
3212.095,1717.976
736.48,1721.533
1426.846,1719.75
2162.872,1720.149
2517.542,1718.833
2538.008,1721.331
2894.075,1721.775
1098.439,1721.122
2796.092,1727.174
1916.529,1724.677
1965.857,1724.929
2325.25,1726.857
1684.5,1726.75
1311.075,1731.415
2342.764,1729.514
894.5769,1730.385
1166.264,1732.67
1933.857,1731.036
2979.981,1730.962
2390.324,1733.054
970.4091,1736.909
2219.591,1734.714
1919.343,1741.115
2122.167,1743.392
1268.8,1738.027
1652.595,1737.892
2322.377,1738.396
1500.879,1737.424
2769.089,1738.289
997.7288,1740.305
1952.794,1741.265
1485.244,1748.146
1595.278,1742.907
2407.115,1743.033
3073.4,1741.3
808.8172,1750.021
1123.273,1743.091
1584.569,1748.138
2025.433,1752.489
3063.55,1752.067
3073.727,1749.682
1754.613,1751.968
2403.909,1750.818
3079.667,1752.458
1298.195,1757.389
1331.294,1755.603
1365,1754.778
2488.179,1754.923
3205.562,1758.082
1607,1758.105
2407.158,1756.947
1051.195,1758.659
2820.39,1759.763
3050.788,1759
1644.2,1759.5
1998.826,1762.13
2361.803,1763.071
2086.939,1765.408
2328.077,1763.269
3112.8,1764.267
2623.061,1771.151
3180.68,1768.62
1141.579,1768.526
1299.96,1766.44
2512.426,1770.234
1041.065,1767.806
1655.208,1767.417
1682.732,1770.893
2079.4,1773.66
2729.569,1770.207
1499.4,1769.04
2829.627,1772.559
1648.163,1772.791
2007.119,1771.857
2487.23,1777
2580.606,1775.41
1332.59,1776.607
2183.1,1775.375
2944.267,1776.8
957.9659,1779.443
1672.015,1781.773
1929,1775.583
984.4308,1778.969
1011.69,1777.5
1843.357,1779.607
818.9934,1785.197
2844.444,1778.778
1389.268,1784
3329.583,1784.703
1915.833,1781.5
3046.3,1787.529
3067.768,1787.607
1379.455,1785.182
2939.822,1788.889
3220.031,1788.75
3053.029,1787.857
1329.776,1792.711
1066.508,1794.462
1386.098,1791.98
2604.684,1791
975.075,1792.975
1484.849,1794.11
1058.778,1795.333
3330.65,1795.1
2330.067,1798.133
2242.097,1800.065
1618.81,1804.388
2511.854,1804.292
2693.647,1803.353
2926.258,1802.129
999.0054,1806.478
1110.021,1806.192
3177.35,1803.2
1148.895,1807.842
1714.5,1806
2675.058,1807.507
1431.635,1809.323
1761.25,1806.75
879.985,1812.045
2356.917,1812.743
2915.654,1809.981
1006.312,1814.701
1647.391,1811.261
1710.333,1811.25
1763.036,1812.321
1239.385,1814.538
1909,1816.432
1623.063,1816.656
3140.174,1819.681
1153.86,1820.02
1902.787,1819.894
1979.151,1819.792
3046.723,1822.084
1458.958,1820.146
761.5811,1825.243
1288.844,1824.906
1302.265,1823.224
1664.952,1823.444
875.2332,1827.583
955.7857,1825.405
1062.97,1826.478
1626.024,1824.488
969.0484,1828.484
1142.745,1827.489
1184.395,1826.907
1887.636,1825.727
1983.143,1828.25
3151,1827.231
1892.5,1829.481
2259.902,1828.131
3145.364,1830.091
1768.733,1829.3
1440.984,1832.286
1629.207,1831.276
1657.15,1830.95
2530.4,1830.2
2193.927,1833.268
2551.063,1840.854
2938.774,1837.495
3159.489,1834.467
1773.7,1832.5
758.9333,1834.467
2258.228,1836.895
1316.449,1835.653
1619.758,1837.909
2594.875,1837.179
1063.868,1838.057
1284.045,1838.821
2612.529,1838.853
1241.442,1838.14
1268.063,1840.603
1887.306,1839.258
3008.857,1840.878
1099.403,1840.584
1810.278,1841.259
1611.295,1843.682
2368.567,1843.55
878.6667,1841.933
2189.59,1843.59
3028.506,1845.609
2887.294,1844
3014.489,1845.489
1602.667,1844.182
1767.13,1845.826
1652.5,1847.55
1690.169,1849.369
2615.839,1848.264
1089.414,1849.966
1967.497,1857.09
1316.152,1852
2607.188,1851.688
2809.941,1850.265
1080.231,1850.692
1268.785,1853.523
3011.267,1852.133
1417.197,1857.789
1510.742,1856.907
2441.744,1856
2816.703,1854.432
813.322,1857.136
2974.678,1857.286
2396.433,1858.388
2549.428,1856.381
2609.107,1858.869
3163.354,1857.458
1154.909,1858.091
830.871,1860.274
1602.615,1857.538
2517.522,1858.565
1549.53,1861.833
1089.942,1863.395
3015.786,1863.6
896.3939,1864.091
1568.4,1863.64
2518.966,1864.172
905.4568,1867.839
2545.553,1866.036
1494.28,1867.5
2072.681,1870.574
2214.145,1867.726
1575.241,1868.897
1635.25,1868.333
1799.873,1873.859
1916.712,1870.831
1105.3,1874.133
1372.205,1880.927
1551.46,1879.54
2019.415,1877.321
3231.413,1879.524
1467.486,1880.432
3171.219,1882.555
1097.639,1881.667
1569.917,1879.917
1688.47,1881.667
2227.627,1882.896
2740.922,1883.375
2292.088,1883.706
2881.692,1886.78
1044.477,1887.534
1449.509,1885.982
1142.886,1887.228
3202.809,1887.044
1678.313,1888.385
1532.467,1887.133
3230.573,1893.021
1154.178,1890.044
1173.31,1889.414
1568.318,1889.818
1382.613,1891.161
3019.583,1889.25
1178.948,1896.125
1230.29,1893.242
3035.755,1894.83
1163.857,1892.667
1392.897,1893.448
1994.763,1895.079
2847.308,1897.385
1984.823,1896.118
2094.397,1896.904
2892.648,1896.962
935.4933,1897.707
1193.096,1897.442
3018.259,1896.224
2045.407,1898.926
842.3383,1904.103
3224.633,1900.4
1810.938,1904.323
1919.172,1902.931
1932.138,1903.477
1971.8,1901
663.2742,1905.387
1209.453,1905.297
1871.46,1904.81
2493.769,1906.969
1005.029,1906.725
1501.316,1908.053
1346.844,1906.125
3221.783,1906
778.75,1906
837.6945,1908
1451.649,1909.789
1625.567,1911.038
1979.605,1907.233
2051.424,1907.091
854,1909.069
3284.517,1911.155
2714.625,1907.75
2835.084,1911.151
2950.333,1914.19
2043.154,1910.077
1178.438,1916.406
2619.889,1915.714
1555.914,1915.771
2408.15,1919
1441.773,1917.227
3020.188,1918.563
3062,1918.946
763.2545,1920.782
1399.53,1920.458
3072.361,1918.556
3104.618,1919.763
1347.4,1919.2
2637.876,1925.629
3194.013,1923.128
1122.114,1922.714
1492.575,1923.632
2424.471,1925.353
3232.573,1923.232
2273.495,1928.608
2702.128,1926.138
1778.967,1925.3
2652.359,1925.718
2688.857,1928.177
1476.316,1926.763
2044.73,1926.054
756.9184,1925.306
1349.83,1926.766
1435.759,1927.093
2966.905,1926
2624.21,1928.579
1157.171,1931.229
866.8182,1928.455
2546.113,1931.302
2581.911,1934.468
2962.167,1930.417
3095.986,1931.764
852.4,1930.3
1197.375,1939.676
1490.32,1934.17
1660.985,1931.754
2040.015,1932.661
1448.274,1934.452
2368.829,1934.395
