X,Y
883.1071,1935
2060.727,1934.854
2930.733,1935.827
2050.302,1935.189
1388.434,1937.25
1438.345,1935.414
2394.796,1938.388
3038.855,1937.816
3305.481,1938.741
843.9688,1944.292
2534.982,1940.236
2255.469,1940.061
1011.493,1942.141
1477.047,1938.674
2598.922,1942.203
1794.286,1944.746
1823.226,1945.095
1048.449,1948.329
1438.9,1942.88
1490.539,1947.617
652.6667,1944.583
935.5671,1945.672
2051.083,1942.833
3307.657,1945.686
1815.65,1945.25
2249,1946
1812.297,1950.149
1576.857,1955.31
3167.205,1949.718
2720.271,1954.615
2222.841,1955.127
2773.794,1954.548
2790.837,1952.023
1475.413,1951.957
781.5854,1955.268
2814.361,1955.514
936.0695,1960.222
1833.107,1958.696
1365.837,1959.967
1569,1958.833
1528.617,1962.851
2405.086,1963.843
727.7544,1963.737
1581.158,1964.035
2689.265,1965.143
2816.461,1963.385
3158.568,1964.243
1795.882,1966
797.8549,1970.468
3209.021,1972.542
1653.363,1973.846
1791.226,1970.677
2581.966,1972.948
687.4754,1973.885
973.5,1970.571
2823.269,1972.308
3145.406,1973.324
3159.781,1974.488
1605.429,1974.214
1861.957,1976.638
1131.026,1976.447
1405.768,1978.926
1052.645,1983.163
1603.909,1979
927.5342,1981.932
1725.352,1982.037
3186.721,1981.907
1858.415,1983.976
1597.925,1986.679
1118.622,1984.568
1538.032,1985.145
1711.604,1986.792
788,1985.5
1560.788,1989.606
2201.488,1989.302
2411.656,1989.375
2638.231,1993.179
1700,1991.214
2408.75,1994.45
2967.337,1996.488
784.75,1996.932
1565.692,1995.462
1303.519,2001.684
3004.11,2000.159
1848.883,2006.833
2004.157,2000.314
1412.702,2000.766
3174.578,1999.911
781.4643,2006.143
1823.136,1999.864
3162.75,2004.104
681.1111,2005.944
1599.566,2004.113
2039.941,2003.588
1906.171,2007.927
2911.712,2006.273
3225.775,2005.327
1704.364,2003.909
1438.439,2008.404
1697.818,2007.273
2941.194,2010.016
2901.483,2008.567
880.3333,2009.69
1823.489,2011.947
2783.395,2010.613
1167.654,2009.692
1977.538,2010.673
668.7727,2013.886
969.7349,2014.59
1861.235,2012.882
2467.923,2011.923
1161.947,2013.579
1619.268,2015.293
1684.239,2019.746
1997.205,2014.159
1756.475,2017.934
1836.64,2017.5
2391.611,2017.611
3005.135,2015.189
801.7161,2019.173
1844.71,2019.565
1934.135,2023.514
1033.625,2018.688
2602.748,2022.184
1178.74,2022.34
2365.9,2020.3
2799.928,2020.786
2875.746,2021.169
983.7759,2023.397
1039.778,2022.5
1471.115,2025.836
1775.4,2026.38
1634.087,2023.957
2398.209,2026.93
2685.697,2026.909
2379.513,2027.718
3284.364,2027.409
688.4595,2029.135
994.2692,2032.577
1250.197,2031.549
2973.245,2028.633
1058.798,2033.369
1367.646,2031.138
2579.628,2032
966.8182,2033.545
1614.545,2034.636
3185.671,2039.671
899.8657,2037.836
1430.81,2037.095
754.9219,2041.625
1575.417,2037.25
2018.053,2038.211
690.48,2040.52
957.6364,2039.455
997.8333,2040.278
3047.918,2043.066
2100.842,2044.963
1605.235,2043.559
2242.286,2046.397
2392.556,2045.352
1597.636,2043.909
2760.396,2048.042
1175.272,2050.444
1860.421,2048.053
2327,2050.727
1426.109,2051.859
1737.093,2052.56
2973.318,2051.636
2669.836,2057.545
2594.7,2053.8
2134.141,2057.766
1936.872,2058.57
2371.769,2056.615
1852.148,2064.5
1905.664,2060.138
1031.773,2060.455
1463.932,2061.055
2732.169,2068.403
1585.295,2063.782
2254.842,2061.088
1696.027,2063.709
1420.658,2062.579
2684.449,2064.837
2409.865,2063.973
3032.167,2067.383
1513,2064.292
2317.328,2066.234
3210.548,2066.258
778.0883,2066.588
1103.829,2068.244
2836.808,2067.711
2858.636,2068.727
1829.211,2068.053
2339.5,2067
2383.213,2069.958
2854.188,2072.259
3311.111,2070.355
2985.931,2070.914
1542.088,2072.922
847.1064,2073.085
2102.185,2072.815
3012,2070.5
1679.974,2073.846
1105.375,2077.219
1168.261,2079.623
1240.55,2075.8
1024.338,2081.377
2324.578,2082.456
656.12,2078.88
3090.225,2079.15
1926.311,2081.4
2627.486,2081.157
2617.3,2078.8
2787.906,2082.943
1482.904,2088.904
2098.293,2084.88
2819,2082.528
1958.566,2085.861
2298.474,2085.821
2541.694,2092.802
2611.922,2086.203
2796.378,2085.711
760.1579,2087.382
2477,2088
707.7895,2090.947
1582.57,2093.949
1805.417,2088.917
767.9474,2092.386
1012.836,2092.473
1076.926,2091.453
1405,2093.241
1899.948,2093.69
1795.667,2094.533
2564.842,2091.553
2554.778,2096.526
2629.723,2097.149
3037.474,2096.193
2870.86,2097.947
740.3333,2096.951
1456.595,2098.544
2134.776,2099.165
1196.833,2098.5
1324.667,2102.138
1654.809,2103.545
2434.089,2103.344
2601.727,2100.545
1519.685,2104.981
2642.053,2104.402
2452.714,2107.893
2935.219,2106.137
3283.333,2104.333
743.9362,2105.702
2419.2,2107.667
703.1852,2108.284
2677.725,2108.225
1512.8,2106.5
1530.954,2110.185
2392.136,2108.045
3248.686,2110.029
2129.461,2112.246
2632.163,2111.469
2880.931,2109.793
3111.522,2111.565
2842.784,2115.667
1896.31,2115.19
2048.947,2116.566
2890.676,2114.162
692.7358,2115.679
1656.516,2118.406
2972.233,2121
866.8182,2121
658.5686,2123.235
2755.5,2122.5
2416.177,2123.863
2874.727,2125.618
2965.574,2127.315
2980.545,2126.364
3197.741,2125.593
1228.59,2129.308
2987.064,2129.617
1395.458,2129.458
2662.726,2134.79
2802.583,2131.417
2814.623,2137
1409.703,2132.946
2939.091,2133.727
1487.844,2135.469
3153.447,2137.872
1320.591,2139.712
3244.688,2142.297
2450.04,2140.16
2866.364,2138.636
1203.58,2143.87
3334.795,2145.603
845.918,2144.557
3097.184,2142.633
2618.392,2147.041
2265.392,2146.686
1328.321,2149.716
1838.955,2149.364
2870.6,2147.6
2911.406,2150.219
2976.294,2152.431
2253.291,2150.273
2756.552,2151.97
2881.206,2150.762
1092.958,2154.208
1347.219,2154.817
1480.702,2153.088
3220.367,2152.117
1473.042,2157.282
3303.403,2157.681
1757.472,2157.542
2118.185,2157.431
3088.238,2157.238
969.2,2158
1333.352,2159.056
1255.579,2157.947
1320.82,2163.101
1442.792,2161.566
2925.224,2163.463
1251.2,2162.15
1275.839,2162.484
967.353,2162.882
1283.915,2163.532
2865.698,2165.672
2529.438,2163.188
2028.925,2167.373
3245.902,2169.863
1260.343,2170.129
2634.125,2168.125
2620.572,2168.048
1105,2174.568
2284.79,2173.737
954.6837,2176.031
1280.404,2176.058
2883.8,2171.9
2980.05,2174.35
1993.182,2176.382
2357.565,2174.217
1446.132,2176.642
2669.854,2178.091
1685.148,2179.259
1330.269,2181.423
2882.818,2180.937
1284.708,2182.083
2373.229,2190
3023.059,2181.235
2998.947,2184.411
1884.565,2188.667
766.8438,2188.313
1281.364,2186.939
2134.314,2187.2
2388.928,2187.271
3266.603,2187.485
1335.903,2187.742
2753.368,2188.579
2327.286,2187.714
2303.383,2193.309
2360.021,2195.777
2901.333,2191.75
2991.147,2194.933
786.1429,2192.905
1206.979,2196.149
1829.125,2195.125
968.0781,2198.969
1223.469,2195.844
1564.25,2199.55
3309.268,2198.822
1729.688,2200.406
1824.148,2199.963
2374.621,2200.672
2391.259,2200.604
1397.849,2201.466
1740.321,2203.095
1005.062,2205.677
2997.083,2203.68
3320.25,2201.864
3046.881,2206.952
2005.986,2207.809
2351.143,2206.082
1768.114,2210.771
2398.813,2214.297
1745.894,2216.915
701.4426,2217.246
3213.889,2216.167
767.5778,2217.956
3147.131,2217.541
2539.306,2217.639
954.0388,2225.547
2613.933,2217.267
749.2963,2218.778
927.5,2218
1761.44,2224.816
2621.877,2223.772
2722.121,2222.31
2781.419,2221.968
1797.903,2222.473
2371.045,2225.091
2701.207,2226.641
2896.961,2221.327
2952.837,2226.306
1752.5,2223.143
2239.714,2225.911
917.1,2225.9
1554.589,2227.161
1299.409,2233.328
3183.516,2230.492
1585.418,2231.291
1658.071,2232.153
1778.61,2227.317
2389.123,2228.077
2667.925,2227.755
1496.711,2232.026
2297.574,2232.63
2534.16,2235.12
3198.167,2231.267
1434.296,2234.519
1724.906,2236.797
2634.62,2238.12
3324.143,2238.057
3174.967,2241.262
2955.78,2240.78
2323.55,2245.017
973.4445,2247.639
2611.185,2245.6
3017.867,2241.867
3320.151,2244.792
1430.25,2245.542
788.5424,2247.695
3183.5,2250.439
722.1166,2250.517
2926.75,2249.25
1454.156,2253.094
2806.756,2250.733
774.7869,2252.492
3089.134,2254.97
1027.512,2258.131
2207.649,2253.86
2936.263,2253.237
1417.943,2256.245
1688.74,2254.56
2087.2,2254.075
1549.25,2255.404
1194.618,2259
2058.246,2257.895
2404.645,2262.419
2702.236,2260.182
1541.796,2260.347
1720.227,2257.227
3021.321,2260.774
3263.36,2262.533
1875.624,2260.812
1560.521,2262.542
973.2857,2262.5
1286.041,2263.959
1461.424,2267.48
1895.931,2265.654
982,2264.958
1709.244,2268.044
2434.712,2266.203
3096.581,2267.703
1161.75,2267.438
2376.786,2271.167
2195.028,2270.917
1262.679,2272.585
1682.155,2274.495
2395.189,2274.66
992.5389,2279.808
2734.403,2276.169
3318.846,2275.461
2994.351,2277.459
2371.14,2278.279
2719.828,2277.552
2208.428,2278.057
3154.439,2280.97
1410.36,2282.28
2067.521,2282.813
3195.219,2282.594
930.0792,2285.515
2511.705,2289
686.8461,2283.808
3282.125,2287.553
2300.551,2288.945
1591.098,2289.525
1154.451,2291.216
1726.588,2291.191
1255.813,2294.12
2680.524,2293.143
3198.389,2292.333
965.2833,2294.817
1134.952,2294.381
1323.743,2295.829
1600.127,2299.366
2081.939,2293.909
2340.539,2295.539
2919.387,2297.303
2221.072,2299.083
2228.818,2295.045
2639.083,2295.583
2832.646,2299.625
1513.64,2299.907
3120.053,2302.4
2688.146,2302.561
1708.397,2300.677
2736.408,2299.225
978.5333,2300.533
1142.148,2302.185
1176.917,2304.111
3203.94,2303.711
1360.286,2304.333
1542.182,2301.636
3168.8,2303.2
2650.583,2310.917
3011.718,2306.436
794.5476,2307.619
985.2083,2307.75
762.2617,2313.514
815.6316,2312.21
698.8412,2317.032
1376.968,2315.857
2727.132,2314.342
1458.367,2314.433
2339.342,2315.921
2604.357,2314.357
792.6905,2316.726
914.5352,2316.31
2738.535,2319.039
2712.102,2319.102
1179.455,2317.636
1371.373,2325.597
2104.677,2324.147
2333.735,2323.177
1004.655,2324.069
2196.769,2324.154
1197,2326.268
2822.111,2330.383
2608.903,2330.274
1461.182,2330.649
1769.9,2328.467
2249.632,2335.349
2741.537,2329.317
3017.4,2328.9
1777.422,2332.022
2239.54,2333.72
2563.972,2332.611
2796.23,2338.357
2956.081,2336.766
2967.786,2334.443
1286.512,2335.39
1809.853,2335.735
2160.243,2335.662
1363.804,2337.25
1965.136,2334.833
2983.162,2335.973
1265.622,2336.911
2335.182,2336.773
716.2763,2338.118
1842.533,2337.2
3182.63,2341.533
969.0938,2341.313
1857.551,2345.577
2975.684,2349.137
1968.426,2343.5
2697.333,2345.519
2963.814,2344.047
1563.211,2344.053
1815.75,2344.5
2211.468,2343.987
2366.333,2345.208
2439.271,2345.986
2926.518,2357.132
1257.31,2350.036
2372.173,2349
2748.275,2351.275
996.5897,2352.026
3193.981,2351.759
2184.962,2357.338
1940.224,2355.449
3123.933,2354.767
1368.515,2355.985
1699.58,2357.913
1911.313,2361.766
2644.649,2358.912
2324.448,2359.284
1273.488,2359.902
2913.362,2361.638
3135.172,2363.205
2170.194,2362.224
733.7368,2361.947
1112.14,2362.279
1933.309,2363.182
727.6326,2365.061
1986.472,2362.849
2735.745,2365.327
3210.276,2365.96
1277.184,2365.632
3147.926,2363.63
3191.123,2367.108
983.371,2367.21
1740,2369.962
1939.727,2366.273
2943.2,2368.284
1378.16,2371.14
2888.875,2368.063
912.0944,2369.66
972.7344,2369.797
2425.311,2372.324
3163.396,2371.972
3181.857,2370.686
1534.644,2372.645
1976.8,2371.317
2391.95,2368.25
3100.912,2371.971
1668.77,2375.241
2395.583,2372.972
1641.516,2375.517
1771.842,2376.971
2404.722,2373
2569.537,2377.104
2653.4,2375.35
3077.636,2374.964
2234.643,2375
3065.054,2376.73
1174.857,2378.114
1371.514,2379.459
1798.528,2381.67
1869.506,2382.623
2372.439,2386.5
2887.711,2382.378
1244.122,2381.592
1386.514,2381.914
2521.568,2381.614
938.7143,2386.572
2496.866,2386.104
2766.667,2386.083
2238.224,2386.492
2945.182,2383.818
3059.196,2386.402
1176.967,2386.517
1839.323,2387.446
2505.667,2386.476
2938,2388.381
3080.5,2386
2303.063,2389.547
3113.232,2390.107
2508.826,2390.652
2916.585,2394.113
927.8333,2390.083
1375.552,2391.896
2545.417,2395.615
2579.246,2392.562
3181.5,2392
976.3333,2394
1711.593,2399.085
3086.036,2394.393
927.3333,2394.2
2666.708,2395.917
2895.846,2396.385
932.1334,2397.067
1171.829,2398.086
1985.172,2399.672
1365.049,2398.61
3061,2398.25
2698.593,2398.667
2138.294,2399.647
2568.354,2404.604
2910.143,2400.214
1609.544,2403.544
1804.952,2401.714
996.1129,2405.726
2750.97,2404.379
2919.811,2406.832
3197.844,2404.313
721.1912,2409.096
1328.959,2409.189
1989.164,2408.377
1948.229,2408.688
2170.731,2410
2519.324,2410.743
3129.724,2410.069
3202.433,2411.433
2979.245,2412.057
3077.341,2412.698
953.0789,2410.132
2322.37,2411.259
927.1842,2414.96
909.83,2415.163
2148.304,2411.304
2163.889,2411.111
3043.613,2412.5
1240.595,2413.524
968.2692,2412.885
1889.957,2417.5
1996.063,2417.333
2156.375,2415.766
2384.702,2416.383
2897.513,2417.068
762.4737,2418.421
1024.769,2414.539
962.1334,2415.333
1030.901,2418.408
1578.667,2415.533
1952.682,2416.795
2818.596,2421.788
1223.636,2416.909
747.6988,2424.096
1231.553,2421.021
3133.786,2419.214
3143.125,2422.769
1018.064,2423.149
1882.577,2423.385
1222.636,2420.909
1319.106,2426.03
3095.104,2425.604
2758.451,2427.314
3066.87,2423.913
1045.85,2428.318
1785.694,2425.163
2685.573,2430.507
3083.915,2427.638
3117.599,2431.313
1670.237,2426.356
1918.309,2427.255
3238.551,2426.796
1379.368,2427.474
1167.95,2428.925
1198,2429.676
2940.476,2429.968
3058.841,2429.545
850.5185,2429.296
1827.394,2430.303
2405.524,2433.428
2953.897,2436.062
3225.368,2432.397
3104.333,2434.111
1395.37,2435.913
1793.633,2435.347
2722,2435.5
2913.203,2437.281
3183.727,2434.182
1326.88,2442.506
2444.7,2434.6
2729.027,2439.83
2783.267,2434.8
3148.672,2439.627
1818.8,2439.444
2750.547,2439.413
3179.461,2438.667
2515.833,2440.742
3273.978,2442.761
2385.36,2442.8
2996.966,2442.379
1246.313,2444.453
2259.531,2444.828
3200.833,2443.467
958.4583,2443.083
2741.854,2445.836
3081.228,2445.281
1000.731,2447.851
1583.74,2444.72
3135.481,2446.915
3157.583,2447.167
2060.49,2447.082
3120.816,2447.079
888.4844,2451.203
1592.314,2449.514
2852.55,2447.4
830.4792,2455.333
2078.532,2449.574
1207.257,2449.171
2511.583,2451.688
2989.253,2454.639
2887.523,2456
733.64,2453.78
1470.868,2452.842
2534.487,2455.29
2356.143,2453.333
2947.558,2456.372
1161.136,2456.705
1237.9,2454.7
1293.087,2462.4
1187.976,2461.759
1211.364,2456.227
1216.623,2460.472
1517.414,2461.613
1865.434,2461.292
3009.081,2458.742
1126.828,2462.531
1209.308,2460.385
1238.25,2461.2
2651.069,2463.293
1528,2464.627
1941.257,2465.914
1599.113,2466.057
1484.095,2465.168
1890.957,2465.522
2769,2466.69
3004.128,2466.085
1210.222,2467.389
1393.5,2469
1905.867,2467.533
2349.972,2476.07
1913.188,2470.688
2592.941,2472.765
1088.205,2473.886
3230.41,2476.869
1926.154,2475.308
2059,2481.061
2378.385,2477
2193.865,2481.878
952.4363,2481
1951.271,2482.688
1973.169,2480.769
1252.156,2482.688
1463.159,2481.636
964.6292,2485.045
2744.818,2481.727
3091.264,2488.29
1152.833,2485.136
1623.411,2485.511
1845.51,2484.163
2458.743,2488.39
2667.781,2486.878
984.8979,2489.612
957.3125,2490.729
2069.153,2492.032
2382.981,2490.302
1721.397,2495.534
2332.769,2492.904
2860.836,2496.981
968.98,2495.6
1323.667,2497.244
1633.585,2500.679
3170.9,2500.267
2166.83,2501.434
1313.667,2504.111
1442.297,2503.844
2137.216,2502.667
1457.519,2504
2095.566,2505.566
2900.389,2503.481
1925.179,2506.893
766.2885,2506.711
2424.714,2504.5
1114.73,2507.351
3078.81,2506.905
1279.111,2509.986
2566.543,2510.152
2851.56,2510.789
2141.714,2509.714
3125.319,2509.426
857.8571,2511.19
3150.582,2512.964
2269.39,2515.82
759.1373,2513.627
2434.61,2513.61
1975.769,2513.615
3177.647,2517.863
2571.385,2514.385
2417.2,2516.125
2721.446,2519.313
2176.051,2520.695
1487.989,2523.565
2515.346,2521.5
1379.94,2524.075
2451.519,2525.154
859.9841,2526.286
1318.923,2524.154
2673.792,2530.069
1150.462,2531.904
2141.6,2529.65
2133.976,2534.643
2159.952,2535.226
1936.656,2535.844
2440.039,2535.059
3177.861,2533.528
2813.909,2535.455
955.4839,2537.806
1182.965,2538.14
1428.919,2540.845
2993.887,2536.736
3162.018,2538.6
2968.8,2537.9
2682.313,2541.313
2978.438,2538.75
1053.465,2545.493
961.5,2543.842
3040.536,2550.357
912.2982,2546.754
1063.136,2546.182
1190.342,2548.794
3019.647,2547.735
2378.882,2548.235
2456.633,2550.775
3216.652,2549.798
2693.464,2551.75
1721.746,2551.169
2384.615,2550.385
2145.577,2552.558
2376.75,2555.517
2671.089,2554.375
2560.867,2552.533
3171.761,2555.109
2969.188,2556.507
3015.467,2555.6
1027,2558.034
1479.863,2558.059
2610.521,2557.458
3190.559,2557.559
1041.87,2559.87
1525.786,2558.143
2430.925,2559.3
2370.8,2562.06
2705.094,2562.757
886.1846,2562.123
1900.656,2561.875
1293.6,2565.723
1584.452,2564.167
2487.919,2563.649
2524,2563.091
2102.903,2563.387
2401.322,2564.822
1985.361,2566.082
1903.9,2564.6
2144.841,2568.011
2944.474,2567.026
2998.171,2565.714
940.4483,2568.172
1107.73,2568.811
2389.136,2568.409
959.5,2568.944
1062.186,2571.174
1905.756,2573.614
2106.34,2571.928
2123.688,2571.167
2511.344,2570.787
2006.769,2572.846
2522.804,2572.784
2055.265,2572.353
1232.699,2581.353
1307.451,2575.417
1782.222,2577.222
2632.121,2574.97
878.8387,2575.774
2949.2,2573.9
1321.095,2577.214
2838.919,2580.707
2986.697,2578.572
1212.077,2576.769
2135.886,2583.581
1267.918,2580.959
2000.294,2577.706
2514.3,2579.25
833.0968,2581.677
2011.946,2580.911
2641.351,2581.378
2769.667,2582.51
1067.776,2584.132
1088.9,2581.475
871.4,2582.2
1294.45,2581.5
2519.654,2582.231
2760.652,2584.37
2958.823,2583.706
1993.625,2583.313
2078.741,2585.074
2091.178,2584.089
2529.513,2584.324
2572.806,2584
1770.232,2585.803
2375.349,2585.884
967.2264,2587.755
1298.192,2585.308
2007.063,2585.5
1034.8,2587.7
2288.276,2592.092
2411.22,2589.86
1226.172,2589.517
1354.921,2589.816
1529.309,2591.79
2513.771,2592.443
3099.543,2594.913
2211.4,2592.45
1208.5,2591.5
1558.257,2593.371
812.9726,2595.575
2501.706,2597.059
2585.214,2596.3
1202.63,2595.333
1345.485,2594.242
2178.717,2598.478
2493.026,2599.831
2564.021,2600.809
3198.74,2600.781
1797.088,2601.614
1574.321,2601.698
954.4576,2603.254
1526.919,2602.403
2076.283,2602.413
2112.19,2603.19
2657.407,2604.944
2205.679,2604.642
2715.408,2602.531
2556.852,2605.259
1448.625,2609.3
2536.863,2610.582
1554.732,2608.322
1788.75,2605.8
1157.25,2611.536
884.3636,2609.773
1522.931,2612.776
1539.1,2608.7
2916.626,2614.341
1545.048,2610.19
2002.734,2613.096
2461.125,2612.518
2604.9,2614.5
2554.73,2616.315
2661.44,2614.68
2850.162,2617.059
881.2368,2616.987
1561.733,2617.367
2475.377,2618.826
1844.939,2619.288
2599.5,2617.923
2633.583,2623.357
1549,2622.28
1180.762,2621.476
1454.385,2627.123
2683.564,2620.923
2839.158,2620.526
930.0961,2623.539
2534.6,2621.267
955.1765,2622.177
1755.188,2622.188
2641.706,2622.412
1599.603,2625.905
2847.125,2627.807
1006,2626.618
2794.667,2628.222
2829.066,2633.082
2517.53,2631.566
1537.72,2632.427
2263.55,2633.989
2546.756,2630.654
2442.553,2631.714
3031.958,2631.521
2530.428,2630.572
3049.438,2634.281
2182.636,2633.864
2196.25,2634.281
2821.1,2633.2
1354.714,2634.5
1370.829,2637.96
2800.759,2637.379
1099,2637.129
1604.039,2640.235
987.114,2638.279
1196.371,2639.839
1349.324,2640.054
2455.022,2640.945
1543.593,2637.889
3109.462,2646.012
1291.823,2645.103
1111.024,2644.667
1801.615,2647.092
3120.303,2646.337
2135.203,2652.126
3072.072,2645.143
2805.522,2645.913
2919.16,2652.012
1119.946,2652.348
2540.6,2651.183
2834.75,2652.75
886.5095,2652.925
1265.357,2653.971
2887.135,2653.177
1376.818,2653.545
1380.619,2659.603
2268.178,2659.067
2843.11,2660.69
2934.953,2658.221
930.2182,2657.527
1324.485,2657.691
1782.089,2661.044
1829.375,2660.813
2748.34,2658.755
2822.581,2660.535
1257.851,2662.787
2995.46,2666.889
1539.273,2666.636
958.063,2676.324
1224.827,2673.827
1809.424,2673.247
1907.331,2675.986
2820.42,2674.06
1040.161,2680.011
2101.682,2675.727
1031.044,2677.778
1969.438,2676.625
2733.026,2679.026
2464.163,2683.022
1363.64,2684.018
2634.465,2684.07
1895.932,2683.841
1112.155,2688.412
1232.898,2685.237
1586.04,2688.04
2834.337,2692.853
3114.984,2690.81
2179.444,2690.639
2757.1,2689.4
1797.235,2692.686
1482.769,2695.231
2184.605,2697.447
2324.941,2694.922
2753.681,2697.064
1032.889,2696.528
2913.516,2699.721
2338.185,2697.852
1604.356,2701.763
1484.755,2702.163
2738.783,2701.598
1082.823,2702.823
2829.803,2705.286
2981.642,2704.358
2685.615,2703.615
2513.838,2710.432
2287.941,2708.059
2821.581,2707.186
1669.277,2710.362
2723.62,2709.64
1836.353,2709.118
1611.135,2712.75
2200.092,2712.868
2546.539,2712.015
2678.431,2711.549
2881.827,2717.963
1609.968,2724.981
3077.317,2717.683
1886.059,2716.677
2535.9,2718.375
2896.967,2720.833
1078.63,2719.348
2778.762,2722.286
1253.3,2722.15
2638.367,2724.037
3102.796,2723.979
2308.068,2722.682
1280.75,2727.531
2462.623,2727.014
2821.304,2727.58
2230.684,2727.421
2986,2727.647
2132.867,2731.3
2453.236,2736.042
3096.978,2735
2257.774,2738.629
2689.857,2736.952
2829,2739.615
2977.854,2740.273
2216.047,2745.116
1238.233,2746.933
2327.872,2747.319
2272.558,2748.326
2139.95,2747
2698.232,2749.256
1603.417,2749.167
2343.479,2753.648
2655.649,2755.649
2997.514,2753.057
1607.024,2756.286
2271.702,2760.678
1939.06,2761.2
1569.588,2756.588
2589.351,2757.865
1217.489,2760.936
1813.575,2765.438
2642.047,2762.093
2671.553,2760.71
2725.193,2761.807
3009.796,2765.367
2163.099,2765.676
2607.481,2764.654
2283.622,2764.027
1038.219,2776.657
1558.535,2768.721
1756.236,2770.418
1892.755,2769.981
2675.212,2768.667
2713.806,2771.478
1084.069,2773.655
2524.721,2776.62
1234.069,2777.483
1274.302,2777.679
2506.473,2779.297
1254.019,2781.566
2415.459,2780.984
2649.736,2778.945
1125.652,2779.261
2535.569,2780.833
2666,2783.083
1359.26,2780.22
1799.738,2781.524
1011.388,2787.762
1527.288,2785.423
1001.191,2786.427
1203.733,2786.467
1705.648,2786.259
2817.288,2786.915
3060.211,2787.154
1032.432,2787.909
2280.313,2792.229
1681.667,2790.852
2057.675,2790.25
1320.879,2792.712
1208.692,2791.539
1910.816,2792.553
3040.5,2795.152
2723.544,2797.404
1282.4,2797.6
1706.177,2798.961
1059.054,2797.73
1667.196,2798.902
1770.154,2801.487
1640.571,2805.143
1854.482,2806.928
2540.771,2806.213
2501.839,2808.436
2397.588,2811.017
1296.758,2810.455
1491.581,2813.147
2021.056,2811.653
1063.447,2812.128
2202.07,2816.86
980.0625,2810.813
2259.036,2814.572
2329.208,2813.547
2991.6,2811.3
1711.226,2816.403
1556.266,2817.899
2574.961,2819.255
934.4474,2818.737
2316.957,2824.043
1052.386,2822.965
1138.627,2821.813
2559.923,2821.692
1068.211,2823.71
1375.45,2823.275
1186.4,2823.067
1699.422,2824.028
2028.705,2826.295
2111.724,2825.138
1334.871,2827.064
2142.846,2823.692
2188.417,2826.278
1129.246,2828.446
1617.343,2828.9
1795.574,2830.074
2173.097,2827.71
1202.609,2827.087
2059.682,2827.818
962.7778,2829.833
1960.312,2832.763
2104.622,2830.667
973.0667,2831.667
1709.482,2831.607
1376.032,2832.903
1936.074,2836.116
2158.073,2834.449
1036.372,2834.791
1139.722,2834
1322.688,2833.188
1311.886,2836
2432.657,2839.931
977.4559,2844.088
1817.972,2837.792
2468,2835.2
1569.135,2839.654
2511.766,2840.404
1032.185,2840.444
2023.925,2842.687
2273.99,2841.232
1110.081,2843.23
2372.389,2841.25
2697.66,2846.132
2632.898,2845.305
1087.396,2845.358
1148.25,2844.5
1170.855,2848.478
1812.982,2845.75
1364.444,2848.737
2848.407,2847.542
3014.147,2845.912
1138.474,2847.368
2725.611,2848.426
2259.848,2849.97
2933.09,2856.09
1079.476,2854.143
1342.059,2852.588
2066.913,2856.145
2504.5,2859.327
2838.887,2857.396
983.6539,2857.192
1573.419,2861.829
2209.2,2858.5
2259.419,2860.097
2338.29,2864.29
2619.892,2863.761
2086.81,2864.048
1003.677,2869.578
1120.51,2870.837
1472.814,2870.299
1940.583,2864.333
2023.269,2866.179
2131.2,2873.969
2682.284,2871.461
1341.694,2869.51
1849.023,2871.104
2374.759,2870.111
2016.048,2873.661
2084.711,2873.2
2342.471,2872.235
2058.818,2872.818
1399.385,2876.923
2554.077,2874.231
2074.478,2878.826
1483.214,2883.186
1839.231,2884.374
1976.552,2884.276
1985.568,2880.513
1426.895,2883.404
1193.725,2884.163
2174.043,2883.043
1011.091,2882.364
2191.79,2885.6
1377.373,2885.983
1827.353,2885.529
2181.491,2888.21
1008.3,2885.7
2078.632,2887.895
1347.272,2898.075
1105.702,2894.723
1395.831,2891.051
1769.842,2894.496
2166.539,2892.846
2592.172,2893.703
2057.228,2895.899
1748.744,2898.077
2112,2896.5
1993.579,2901
2108.594,2901.781
2536.804,2906.67
2057.278,2911.54
2202.111,2908.838
1277.115,2909.256
2328.239,2908.696
1859.643,2909.357
2917.5,2910.322
2005.636,2910.636
1269.647,2917.226
2188.2,2915.5
2740.047,2919.271
1071.5,2915.4
1076.909,2916.409
1999.325,2920.922
2455.154,2918.333
1611.053,2920.547
2219.898,2922.714
1521.5,2923.652
1961.07,2926.209
2297.962,2930.075
1132.936,2931.84
2185.2,2927
2772.962,2930.925
1989.909,2930.273
2201.239,2934
2505.92,2938.568
2162.6,2936.218
2823.453,2933.566
2769.019,2937.963
2796.122,2942.972
1526.802,2939.704
1579.129,2938.806
2362.022,2938.652
1136.132,2944.736
1277.421,2941.824
1964.171,2940.686
2821.091,2940.182
2013.771,2943.213
2165.333,2942.444
2497.323,2944.968
2525.471,2948.664
2166.553,2947.605
1556.714,2949.714
1258.887,2952.048
1101.02,2951.12
2285.609,2950.957
1169.532,2953.403
1387.435,2957.481
2465.556,2955.389
2824.639,2952.167
2493,2957.787
1849.235,2955.941
1842.592,2958.857
2414.422,2957.089
1089.059,2963.431
1262.233,2963.116
1171.571,2964.607
1903.289,2969.689
1271.455,2965.854
2232.794,2966.382
1457.149,2970.463
